product_id,barcode,name,brand,category,unit,quantity
00010016,3838447000195,Vileda spužvasta krpa 10kom,Vileda,,KOM,"0,300"
00010465,3850139171587,PIK Kobasica Roštiljska 460g,PIK,,KOM,"0,460"
00010784,4063367146909,KLC.Krastavci.1550g/850g,K-Classic,,KOM,"1,550"
00010835,5010651001146,Billlingtons demerara smeđi šećer 1kg,Billingtons,,KOM,1
00010836,5010651001313,Billingtons dark muscovado sm.šeć. 500 g,Billingtons,,KOM,"0,500"
00010846,8715035150300,Kikkoman soja umak bez glutena 250 ml,Kikkoman,,KOM,"0,250"
00010856,8001010076568,Ponti Glassa g.preljev od bal.octa 250ml,Ponti,,KOM,"0,250"
00010983,8001060008601,Sacla Umak cherry rajčice s maslin. 350g,Sacla,,KOM,"0,350"
00010986,3871059000528,Sky lemon 2 l PET,Sky,,KOM,2
00010987,3871059000146,"Sky cola 0,5 l PET",Sky,,KOM,"0,500"
00010988,3858884601052,"Jana ledeni čaj breskva 0,5 l PET",Jana,,KOM,"0,500"
00010991,3858884601731,"Jana Ledeni čaj brusni.šums.voće0,5l PET",Jana,,KOM,"0,500"
00010994,3858890975031,"Juicy Fruits multivitamin ACE 0,5 l PET",Juicy Fruits,,KOM,"0,500"
00010995,3858890975093,"Juicy Fruits crvena naranča 0,5 l PET",Juicy Fruits,,KOM,"0,500"
00010997,3858890975154,"Juicy Fruits naranča nektarina 0,5 l PET",Juicy Fruits,,KOM,"0,500"
00010999,3858890970210,Juicy 100% jabuka 1 l brick,Juicy,,KOM,1
00011018,8000500273555,Hanuta Vafel čokol.s lješnjakom 2/1 44g,Hanuta,,KOM,"0,044"
00011050,2801857000000,Banjalučki ćevapi,#,,KG,1
00011057,3850322008331,"Rondo C bomboni xxl 61,5g",Rondo C,,KOM,"0,062"
00011146,4337185579370,KLC.Zaslađivač tekući 300 ml,K-Classic,,KOM,"0,300"
00011160,3858881734241,Svinjska soljena crijeva 10m 38/42-Derma,Derma,,KOM,"0,120"
00011206,3856017203074,Mahuna žuta 500g,Mahuna žuta,,KOM,"0,500"
00011417,3850354015031,Dukatela Original maxi 25% mm 250 g,Dukatela,,KOM,"0,250"
00011484,8003185000027,Monari Federzoni Balzamičan ocat 1l,Monari Federzoni,,KOM,1
00011500,3830001292695,Afrodita depilacijska krema hydra 100ml,Afrodita,,KOM,"0,100"
00011552,5997381358774,Dr.Oetker gustin brzi 150 g,Dr. Oetker,,KOM,"0,150"
00011554,3850112142795,"Svarog Vodka 40% 0,7L",Svarog,,KOM,"0,670"
00011570,8697788830602,Marelica košarica 500g,Marelica,,KOM,"0,500"
00011574,4000521010256,Dr.Oetker vitalis crunchy dupla čok.300g,Dr. Oetker,,KOM,"0,300"
00011576,8714789703398,Palmolive Gel za tuš.men rev.s 250ml_OC,Palmolive,,KOM,"0,259"
00011586,4000521010270,Dr.Oetker vitalis crunchy multivoće 300g,Dr.Oetker,,KOM,"0,300"
00011598,3850354006879,"Dukat čokoladno mlijeko HDPE 0,5 l",Dukat,,KOM,"0,528"
00011728,3859892288488,Violeta papirnati ručnik Picnic 3sl. 2/1,Violeta,,KOM,"0,354"
00011813,5410076562794,Pantene šamp.Color Protect Shine400ml,Pantene,,KOM,"0,400"
00011857,5410076659456,Head&Shoulders šampon Apple Fresh 400 ml,Head&Shoulders,,KOM,"0,412"
00012048,7319470012127,Nivea Sun Sprej za sunč.bron.SPF20 200ml,Nivea Sun,,KOM,"0,200"
00012235,9001414900598,Kotanyi mlinac Chili Jalapeno 24g,Kotanyi,,KOM,"0,024"
00012306,3850104260940,Fini-Mini Juha od rajčice i mozzarel.23g,Fini-Mini,,KOM,"0,023"
00012382,3850108026108,"Z bregov kozje trajno mlijeko 2,8%mm 1l",`Z bregov,,KOM,1
00012442,3859891884902,Domaća svinjska mast 1/1 Meso-rad_OC,Meso-rad,,KOM,1
00012450,3850108031812,"Z bregov čvrsto kiselo mlijeko 3,2% 900g",`Z bregov,,KOM,"0,900"
00012465,3850108040180,Fino mi je puding čokolada-šlag 4x125 g,Fino mi je,,KOM,"0,500"
00012468,3850108040081,Fino mi je puding vanilija-šlag 4x125 g,Vindija,,KOM,"0,500"
00012831,8000440112372,Vodka Keglevich classic 38% 1 l,Keglevich,,KOM,1
00012901,3850354009177,"Dukat tekući jogurt MAXI 2,8% mm 230 g",Dukat,,KOM,"0,230"
00013202,4014400926279,Mamba karamele voćne 106 g,Mamba,,KOM,"0,106"
00013235,2800375000000,"Gligora Žigljen tvrdi sir45% cca2,6 DEL",Gligora,,KG,1
00013258,3850108052480,Vindija Bovi blue 100 g,Vindija,,KOM,"0,100"
00013316,5900951140303,M&M bomboni čokolada 45 g,M&M,,KOM,"0,045"
00013321,4840095019893,Frutic Bomboni tvrdi punjeni mix 390g,Frutic,,KOM,"0,390"
00013470,3850131003985,Ožujsko Pivo s okusom grejpa 2% 2L PET,Ožujsko,,KOM,2
00013488,3850139250671,PIK Fina šunka narezak 150g,PIK,,KOM,"0,150"
00013490,3850139190892,PIKO Parizer narezak 200g,Piko,,KOM,"0,200"
00013495,3850112170675,"Cuvee Benkovac crno kva. vino 0,75 l",Cuvee,,KOM,"0,740"
00013502,4063367149283,KLC.Čips slani 150g,K- Classic,,KOM,"0,150"
00013503,4063367149252,KLC.Čips paprika ravni 150g,K- Classic,,KOM,"0,150"
00013504,4337185476358,KLC.Čips slanina 150g,K- Classic,,KOM,"0,150"
00013507,4063367227790,KLC.Čips chili 150g,K- Classic,,KOM,"0,150"
00013512,4063367149269,"KLC.Čips kis.vrh i luk,rebrasti 150g",K-Classic,,KOM,"0,150"
00013563,3858887246489,Naturel šumeće tablete-željezo+C 96g,Naturel,,KOM,"0,096"
00013564,3858887246496,Naturel šumeće tablete mult.+min96g,Naturel,,KOM,"0,096"
00013588,4062300398917,Hipp 2 Bio Combiotik 600 g,Hipp,,KOM,"0,600"
00013589,4062300398900,Hipp 1 Bio Combiotik  600 g,Hipp,,KOM,"0,600"
00013658,3858887246243,Naturel namaz od povrća 75 g,Naturel,,KOM,"0,075"
00013662,3858887246205,Naturel namaz od povrća s maslinama 75g,Naturel,,KOM,"0,075"
00013665,3858887246236,Naturel namaz od povrća s šamp. 75g,Naturel,,KOM,"0,075"
00013781,3859888433274,Koleda svrdla s jajima 400g,Koleda,,KOM,"0,400"
00013852,4335896055251,KLC Panirani sir Camem.za peč.sa bru350g,K- Classic,,KOM,"0,350"
00013862,4337185457043,KLC.Spatzle 4 jaja 500 g,K-Classic,,KOM,"0,500"
00013912,2800302000000,"Dimek dimljeni sir 45% mm cca 1,6 DEL",Vindija,,KG,1
00014056,80052333,B_Tic Tac bomboni naranča 18g,Tic Tac,,KOM,"0,018"
00014057,80052043,B_Tic Tac bomboni mint 18g,Tic Tac,,KOM,"0,018"
00014116,3858881044135,Kandit rum pločice mini 182g,Kandit,,KOM,"0,182"
00014238,4063367229879,KLC.Snack potato slani 125g,K- Classic,,KOM,"0,125"
00014239,8594042912633,KLC.Snack potato kis.vrhnje i luk 125g,K- Classic,,KOM,"0,125"
